DOC1894 1:-1.91079 2:-1.75337 3:-1.13192 4:-0.983392 5:-0.946723 6:-1.45098 7:-1.23262 8:-1.04806 9:-1.17406 10:-1.76255 11:-1.07881 12:-1.21396 13:-1.4587 14:-1.48457 15:-1.66905 16:-1.24274
DOC1895 1:-1.93839 2:-1.7896 3:-1.13176 4:-1.13697 5:-1.02207 6:-1.58313 7:-1.29517 8:-1.32478 9:-1.09361 10:-1.84624 11:-1.18196 12:-1.2474 13:-1.49023 14:-1.19516 15:-1.8249 16:-1.28
DOC1896 1:-2.01359 2:-1.89761 3:-1.10284 4:-0.970967 5:-0.990003 6:-1.4488 7:-1.18625 8:-1.06809 9:-0.992268 10:-1.76186 11:-0.992201 12:-1.25438 13:-1.43625 14:-1.32608 15:-1.71246 16:-1.16781
DOC1897 1:-1.93096 2:-1.77768 3:-0.880086 4:-1.00396 5:-1.15329 6:-1.6455 7:-1.33585 8:-1.23477 9:-1.25591 10:-1.78378 11:-1.2035 12:-1.18276 13:-1.38072 14:-1.48896 15:-1.67429 16:-1.1652
DOC1898 1:-1.92011 2:-1.82655 3:-0.99873 4:-1.08087 5:-1.08501 6:-1.46374 7:-1.27546 8:-1.07913 9:-1.07267 10:-1.79289 11:-1.12292 12:-1.41838 13:-1.45432 14:-1.39144 15:-1.49193 16:-1.34795
DOC1899 1:-2.11783 2:-1.88399 3:-1.09858 4:-1.02309 5:-1.11687 6:-1.58141 7:-1.26161 8:-1.39926 9:-0.762138 10:-1.54436 11:-1.0229 12:-1.48224 13:-1.50829 14:-1.55407 15:-1.54223 16:-1.26392
DOC1900 1:-1.95594 2:-1.86434 3:-1.18434 4:-0.905172 5:-1.10483 6:-1.71347 7:-1.23421 8:-1.23388 9:-1.18853 10:-1.56868 11:-0.973943 12:-1.39127 13:-1.52887 14:-1.54721 15:-1.62275 16:-1.24709
DOC1901 1:-1.8248 2:-1.82298 3:-1.07503 4:-1.20241 5:-1.10381 6:-1.69097 7:-1.1618 8:-1.07626 9:-0.972541 10:-1.81572 11:-1.1358 12:-1.24082 13:-1.48145 14:-1.41673 15:-1.78473 16:-1.20639
DOC1902 1:-1.74697 2:-1.82229 3:-0.962483 4:-0.908211 5:-1.12253 6:-1.75771 7:-1.36367 8:-1.17496 9:-1.06839 10:-1.63056 11:-0.915905 12:-1.27634 13:-1.33377 14:-1.42886 15:-1.70639 16:-1.18773
DOC1903 1:-1.97989 2:-1.74453 3:-0.987563 4:-1.08944 5:-1.0504 6:-1.61726 7:-1.41172 8:-1.21619 9:-1.18437 10:-1.63636 11:-1.21929 12:-1.38447 13:-1.42661 14:-1.32853 15:-1.54667 16:-1.14365
DOC1904 1:-2.06662 2:-1.84821 3:-1.11947 4:-0.834852 5:-1.12888 6:-1.55723 7:-1.33057 8:-1.15513 9:-1.01353 10:-1.75436 11:-0.997881 12:-1.46151 13:-1.39959 14:-1.26427 15:-1.65116 16:-1.12222
DOC1905 1:-1.88783 2:-2.02989 3:-1.14901 4:-1.04588 5:-1.01593 6:-1.54514 7:-1.4618 8:-1.2506 9:-1.22791 10:-1.48939 11:-1.03468 12:-1.35817 13:-1.33931 14:-1.3632 15:-1.81147 16:-1.26494
DOC1906 1:-1.96944 2:-1.7332 3:-1.12909 4:-0.919908 5:-1.03855 6:-1.57619 7:-1.24427 8:-1.25302 9:-1.08785 10:-1.80998 11:-1.2026 12:-1.14436 13:-1.40298 14:-1.40838 15:-1.82312 16:-1.01326
DOC1907 1:-1.89985 2:-1.85783 3:-1.13257 4:-1.02804 5:-0.881169 6:-1.53807 7:-1.38531 8:-1.0844 9:-1.02513 10:-1.63734 11:-1.1781 12:-1.4983 13:-1.54936 14:-1.43679 15:-1.72954 16:-1.15124
DOC1908 1:-1.90964 2:-1.77127 3:-0.891057 4:-0.931646 5:-0.862311 6:-1.53724 7:-1.26334 8:-1.18174 9:-0.801829 10:-1.75115 11:-1.14606 12:-1.37063 13:-1.50615 14:-1.50801 15:-1.8612 16:-1.13446
DOC1909 1:-1.93812 2:-1.96082 3:-1.05449 4:-1.36025 5:-1.24732 6:-1.64765 7:-1.21219 8:-1.09494 9:-1.11395 10:-1.7649 11:-1.14669 12:-1.28533 13:-1.34187 14:-1.48078 15:-1.62538 16:-1.3644
DOC1910 1:-1.94392 2:-1.96838 3:-1.39758 4:-0.911585 5:-1.05089 6:-1.69919 7:-1.39936 8:-1.21503 9:-0.983405 10:-1.80286 11:-1.12017 12:-1.18166 13:-1.41112 14:-1.34578 15:-1.62924 16:-1.12316
DOC1911 1:-1.96632 2:-1.87991 3:-1.15183 4:-1.08379 5:-1.09311 6:-1.66009 7:-1.43159 8:-1.34338 9:-1.0596 10:-1.79421 11:-1.20518 12:-1.31608 13:-1.34685 14:-1.47385 15:-1.74158 16:-1.42993
DOC1912 1:-1.94097 2:-1.70038 3:-1.0175 4:-1.00492 5:-1.19151 6:-1.58106 7:-1.23664 8:-1.26014 9:-1.12435 10:-1.71569 11:-1.12484 12:-1.31485 13:-1.38385 14:-1.31222 15:-1.7351 16:-1.19423
DOC1913 1:-1.94058 2:-2.0144 3:-0.966492 4:-0.888039 5:-1.09848 6:-1.63853 7:-1.32111 8:-1.2765 9:-1.03169 10:-1.78078 11:-1.17061 12:-1.27867 13:-1.48182 14:-1.24478 15:-1.66448 16:-1.29961
DOC1914 1:-1.87504 2:-1.84858 3:-1.07703 4:-0.984076 5:-1.21601 6:-1.54109 7:-1.33507 8:-1.27768 9:-1.21176 10:-1.77211 11:-1.07053 12:-1.17821 13:-1.45845 14:-1.35867 15:-1.51996 16:-1.03949
DOC1915 1:-1.85511 2:-1.86311 3:-1.38551 4:-1.14934 5:-1.14741 6:-1.5991 7:-1.23236 8:-1.30704 9:-1.08986 10:-1.71547 11:-1.06361 12:-1.20614 13:-1.32445 14:-1.44031 15:-1.6586 16:-1.31629
DOC1916 1:-2.12353 2:-1.86851 3:-1.13886 4:-0.908829 5:-1.1751 6:-1.55104 7:-1.16407 8:-1.07936 9:-1.08714 10:-1.74938 11:-1.09656 12:-1.24638 13:-1.43009 14:-1.37107 15:-1.88335 16:-1.10175
DOC1917 1:-1.9671 2:-1.84433 3:-1.28812 4:-1.19176 5:-1.20388 6:-1.61868 7:-1.2181 8:-1.05923 9:-1.17028 10:-1.78111 11:-1.119 12:-1.4627 13:-1.44359 14:-1.35546 15:-1.73895 16:-1.07348
DOC1918 1:-1.91745 2:-1.94253 3:-1.07432 4:-0.956925 5:-0.987516 6:-1.48696 7:-1.14762 8:-1.15217 9:-1.05272 10:-1.72945 11:-1.00206 12:-1.16068 13:-1.52684 14:-1.48694 15:-1.58879 16:-1.26627
DOC1919 1:-2.0226 2:-1.82147 3:-1.19628 4:-1.06796 5:-1.20144 6:-1.53696 7:-1.24456 8:-1.03852 9:-1.00972 10:-1.61465 11:-1.1246 12:-1.45192 13:-1.44039 14:-1.28957 15:-1.49683 16:-1.11314
DOC1920 1:-2.02229 2:-1.77359 3:-1.25603 4:-0.956913 5:-1.01323 6:-1.56437 7:-1.17022 8:-1.21309 9:-1.05143 10:-1.98807 11:-1.09767 12:-1.2115 13:-1.57895 14:-1.49444 15:-1.50382 16:-1.26471
DOC1921 1:-1.99745 2:-1.88667 3:-1.11484 4:-1.21831 5:-1.13906 6:-1.55945 7:-1.29893 8:-1.24518 9:-1.15168 10:-1.63327 11:-0.944396 12:-1.1711 13:-1.42987 14:-1.36412 15:-1.70808 16:-1.14777
DOC1922 1:-1.93258 2:-1.92304 3:-1.07645 4:-1.2265 5:-1.15017 6:-1.62767 7:-1.11643 8:-1.08903 9:-1.02538 10:-1.73687 11:-0.998625 12:-1.36809 13:-1.55071 14:-1.35527 15:-1.56009 16:-1.04158
DOC1923 1:-2.0632 2:-1.97707 3:-1.12843 4:-0.935052 5:-1.00917 6:-1.66132 7:-1.30176 8:-1.17095 9:-1.109 10:-1.65793 11:-0.963088 12:-1.25019 13:-1.49374 14:-1.55337 15:-1.72421 16:-1.20349
DOC1924 1:-1.88619 2:-2.07796 3:-1.18586 4:-0.905724 5:-1.17671 6:-1.56751 7:-1.33411 8:-1.07917 9:-1.1211 10:-1.94129 11:-0.985389 12:-1.34782 13:-1.35495 14:-1.49987 15:-1.51142 16:-0.965295
DOC1925 1:-1.89369 2:-1.95537 3:-1.07 4:-1.00753 5:-1.11205 6:-1.62607 7:-1.34555 8:-1.33805 9:-1.10596 10:-1.63198 11:-1.06707 12:-1.34575 13:-1.38173 14:-1.42357 15:-1.52766 16:-1.30605
DOC1926 1:-1.97077 2:-1.86324 3:-1.18504 4:-1.05703 5:-1.17469 6:-1.54975 7:-1.32439 8:-1.27944 9:-1.17196 10:-1.69216 11:-1.21388 12:-1.23457 13:-1.52834 14:-1.49075 15:-1.66097 16:-1.2987
DOC1927 1:-1.82604 2:-1.79891 3:-1.01395 4:-0.843666 5:-1.17793 6:-1.44792 7:-1.22971 8:-1.28064 9:-1.08118 10:-1.7611 11:-0.892018 12:-1.1785 13:-1.32879 14:-1.4999 15:-1.79016 16:-1.27909
DOC1928 1:-2.08718 2:-1.86771 3:-1.11507 4:-1.08887 5:-1.01761 6:-1.59169 7:-1.37957 8:-1.17787 9:-1.28732 10:-1.62671 11:-1.0636 12:-1.39763 13:-1.31683 14:-1.35036 15:-1.72145 16:-1.30809
DOC1929 1:-2.05954 2:-1.79258 3:-1.09543 4:-1.00078 5:-0.98119 6:-1.71576 7:-1.27166 8:-1.20866 9:-1.01314 10:-1.76507 11:-0.983425 12:-1.33153 13:-1.49294 14:-1.43305 15:-1.74496 16:-1.17202
DOC1930 1:-2.05183 2:-2.23632 3:-1.09545 4:-1.11702 5:-0.975877 6:-1.69709 7:-1.32602 8:-1.00567 9:-1.13034 10:-1.78996 11:-1.16757 12:-1.25643 13:-1.46206 14:-1.52311 15:-1.46412 16:-1.23532
DOC1931 1:-1.84849 2:-1.85427 3:-1.03321 4:-0.955158 5:-1.07861 6:-1.62804 7:-1.26919 8:-1.22537 9:-1.04821 10:-1.65001 11:-1.14772 12:-1.04697 13:-1.48004 14:-1.36797 15:-1.59495 16:-1.23326
DOC1932 1:-1.98043 2:-1.83858 3:-1.08942 4:-1.05343 5:-1.30385 6:-1.47216 7:-1.19595 8:-1.10097 9:-1.0116 10:-1.76147 11:-1.01826 12:-1.17996 13:-1.42828 14:-1.37872 15:-1.52475 16:-1.07718
DOC1933 1:-2.12463 2:-2.02064 3:-1.00577 4:-1.1038 5:-0.939103 6:-1.44788 7:-1.32309 8:-0.965662 9:-1.00782 10:-1.52509 11:-1.04201 12:-1.31589 13:-1.42294 14:-1.34619 15:-1.57195 16:-1.15656
DOC1934 1:-2.04311 2:-2.03594 3:-1.12066 4:-0.901205 5:-0.852922 6:-1.49569 7:-1.34628 8:-1.28509 9:-1.09262 10:-1.62486 11:-1.24063 12:-1.33781 13:-1.46677 14:-1.40405 15:-1.65091 16:-1.36222
DOC1935 1:-2.03436 2:-1.7976 3:-1.21205 4:-1.10483 5:-1.16789 6:-1.6623 7:-1.13645 8:-1.30337 9:-1.00282 10:-1.76403 11:-0.997632 12:-1.41982 13:-1.56364 14:-1.41406 15:-1.80483 16:-1.13694
DOC1936 1:-2.08269 2:-1.72918 3:-1.16474 4:-0.896116 5:-1.12408 6:-1.51289 7:-1.20375 8:-1.21886 9:-1.05073 10:-1.66287 11:-1.04472 12:-1.46203 13:-1.67161 14:-1.58585 15:-1.73068 16:-1.04019
DOC1937 1:-2.01052 2:-1.96573 3:-1.24051 4:-0.991188 5:-1.00542 6:-1.41023 7:-1.1423 8:-0.964606 9:-1.15016 10:-1.77141 11:-1.15051 12:-1.26594 13:-1.36072 14:-1.49158 15:-1.66506 16:-1.26533
DOC1938 1:-1.92185 2:-1.75598 3:-1.18802 4:-0.823966 5:-1.20205 6:-1.61472 7:-1.26028 8:-1.17958 9:-1.01467 10:-1.452 11:-0.911216 12:-1.285 13:-1.26877 14:-1.19399 15:-1.64489 16:-1.24711
DOC1939 1:-1.90996 2:-1.95524 3:-1.2749 4:-1.01824 5:-1.34982 6:-1.60442 7:-1.38136 8:-1.11029 9:-1.07379 10:-1.68058 11:-0.923038 12:-1.26275 13:-1.39929 14:-1.28699 15:-1.84361 16:-1.15345
DOC1940 1:-1.89561 2:-1.82942 3:-1.12523 4:-0.944865 5:-1.15028 6:-1.51817 7:-1.13962 8:-1.09492 9:-1.18873 10:-1.86448 11:-0.943169 12:-1.43012 13:-1.38509 14:-1.32094 15:-1.58748 16:-1.14237
DOC1941 1:-1.99532 2:-1.82254 3:-1.02197 4:-1.18415 5:-1.26811 6:-1.61937 7:-1.30306 8:-0.941254 9:-1.17243 10:-1.69037 11:-1.06033 12:-1.23897 13:-1.4616 14:-1.40538 15:-1.76008 16:-1.36203
DOC1942 1:-2.07031 2:-2.03144 3:-0.895522 4:-1.04721 5:-1.05991 6:-1.70771 7:-1.26441 8:-0.931576 9:-1.11076 10:-2.01327 11:-1.1207 12:-1.14695 13:-1.58359 14:-1.31165 15:-1.80153 16:-1.28153
DOC1943 1:-1.83515 2:-1.8339 3:-1.16942 4:-1.00117 5:-1.13912 6:-1.62426 7:-1.40457 8:-1.04635 9:-1.01833 10:-1.70959 11:-1.0428 12:-1.14922 13:-1.50666 14:-1.32337 15:-1.8382 16:-1.16856
DOC1944 1:-1.77083 2:-1.92385 3:-1.05595 4:-0.95294 5:-1.11249 6:-1.50912 7:-1.34222 8:-1.15111 9:-1.04272 10:-1.67775 11:-1.26419 12:-1.33316 13:-1.49227 14:-1.58677 15:-1.54101 16:-1.3547
DOC1945 1:-1.79723 2:-1.85907 3:-1.15447 4:-1.06822 5:-1.07525 6:-1.59649 7:-1.23612 8:-1.14388 9:-1.01878 10:-1.68727 11:-1.11183 12:-1.4059 13:-1.48003 14:-1.32472 15:-1.8341 16:-1.27759
DOC1946 1:-1.88445 2:-1.84856 3:-1.0388 4:-0.868835 5:-1.11079 6:-1.65448 7:-1.44207 8:-1.04351 9:-1.18653 10:-1.62241 11:-1.04516 12:-1.3374 13:-1.49818 14:-1.46178 15:-1.66074 16:-1.3103
DOC1947 1:-2.03436 2:-1.92225 3:-1.04838 4:-1.0644 5:-1.15652 6:-1.46782 7:-1.18742 8:-1.09561 9:-0.930684 10:-1.64664 11:-1.10213 12:-1.1565 13:-1.56719 14:-1.41819 15:-1.67364 16:-1.25454
DOC1948 1:-1.90058 2:-1.90051 3:-1.0453 4:-0.828339 5:-1.24555 6:-1.57855 7:-1.29084 8:-1.1906 9:-1.00322 10:-1.86555 11:-1.18344 12:-1.26017 13:-1.46303 14:-1.32144 15:-1.74395 16:-1.24838
DOC1949 1:-1.95388 2:-2.00815 3:-1.1539 4:-1.06377 5:-1.23376 6:-1.67229 7:-1.16072 8:-1.19018 9:-1.21506 10:-1.73585 11:-1.1844 12:-1.14393 13:-1.44542 14:-1.27917 15:-1.71614 16:-1.26206
DOC1950 1:-2.06742 2:-1.94759 3:-1.19818 4:-1.05685 5:-1.28278 6:-1.44954 7:-1.3126 8:-1.20368 9:-1.20042 10:-1.747 11:-0.889515 12:-1.32143 13:-1.42679 14:-1.40039 15:-1.63946 16:-1.01261
DOC1951 1:-1.98835 2:-1.98057 3:-1.00441 4:-0.965633 5:-1.05693 6:-1.46913 7:-1.11642 8:-1.19868 9:-1.02513 10:-1.757 11:-0.843534 12:-1.27154 13:-1.43864 14:-1.60456 15:-1.63565 16:-1.27573
DOC1952 1:-2.10566 2:-1.98702 3:-0.982539 4:-1.10527 5:-1.10055 6:-1.60974 7:-1.40032 8:-1.20414 9:-1.13622 10:-1.60305 11:-1.15137 12:-1.16275 13:-1.52942 14:-1.60925 15:-1.59867 16:-1.27088
DOC1953 1:-1.90262 2:-1.97304 3:-1.12217 4:-0.977142 5:-1.19438 6:-1.50921 7:-1.45793 8:-1.17355 9:-0.996428 10:-1.76385 11:-1.04655 12:-1.11907 13:-1.48544 14:-1.41765 15:-1.53036 16:-1.01252
DOC1954 1:-2.04832 2:-1.89036 3:-1.14247 4:-0.996279 5:-1.16417 6:-1.44672 7:-1.38007 8:-1.1245 9:-1.09444 10:-1.76113 11:-1.09065 12:-1.15527 13:-1.2937 14:-1.29432 15:-1.6444 16:-1.12978
DOC1955 1:-1.92994 2:-2.11859 3:-1.19315 4:-0.956978 5:-1.06348 6:-1.72479 7:-1.32931 8:-1.24611 9:-1.12196 10:-1.70981 11:-0.938735 12:-1.33943 13:-1.19456 14:-1.24545 15:-1.70551 16:-1.24429
DOC1956 1:-1.95308 2:-1.96974 3:-1.20603 4:-0.931355 5:-1.19635 6:-1.59394 7:-1.41927 8:-1.20158 9:-1.11505 10:-1.88122 11:-1.14282 12:-1.4002 13:-1.42761 14:-1.39276 15:-1.80476 16:-1.29461
DOC1957 1:-1.96004 2:-2.05611 3:-1.09528 4:-1.00808 5:-1.00783 6:-1.56227 7:-1.18198 8:-1.19779 9:-1.05995 10:-1.89842 11:-1.08745 12:-1.20392 13:-1.42243 14:-1.44332 15:-1.59453 16:-1.12901
DOC1958 1:-1.79969 2:-1.9647 3:-1.26712 4:-1.04454 5:-1.12091 6:-1.4753 7:-1.38199 8:-1.11645 9:-0.921565 10:-1.53118 11:-1.00575 12:-1.29722 13:-1.50553 14:-1.5165 15:-1.64726 16:-1.13768
DOC1959 1:-1.98135 2:-1.77427 3:-1.02775 4:-1.07603 5:-1.10102 6:-1.36778 7:-1.27038 8:-1.13015 9:-1.15874 10:-1.713 11:-1.08637 12:-1.24351 13:-1.47015 14:-1.39571 15:-1.64634 16:-1.37607
DOC1960 1:-2.05797 2:-1.90006 3:-1.20772 4:-1.04032 5:-1.13209 6:-1.54098 7:-1.22241 8:-1.33533 9:-0.976234 10:-1.77343 11:-1.07532 12:-1.23053 13:-1.25469 14:-1.34208 15:-1.77612 16:-1.34656
DOC1961 1:-2.10766 2:-1.93658 3:-1.03529 4:-1.10627 5:-0.844825 6:-1.57727 7:-1.29068 8:-1.0437 9:-1.02567 10:-1.73327 11:-1.04272 12:-1.18742 13:-1.41089 14:-1.49209 15:-1.72512 16:-1.24038
DOC1962 1:-1.90651 2:-1.9109 3:-0.922531 4:-0.940569 5:-1.12075 6:-1.50923 7:-1.27712 8:-1.1455 9:-0.854257 10:-1.74138 11:-1.08599 12:-1.25624 13:-1.42529 14:-1.32532 15:-1.64024 16:-1.232
DOC1963 1:-1.96196 2:-1.79543 3:-1.07935 4:-1.00831 5:-1.07146 6:-1.56608 7:-1.24713 8:-1.08363 9:-1.11594 10:-1.58221 11:-0.973914 12:-1.21148 13:-1.25776 14:-1.38934 15:-1.48926 16:-1.14796
DOC1964 1:-2.10873 2:-1.88887 3:-1.16153 4:-0.918851 5:-1.21829 6:-1.59042 7:-1.25981 8:-1.24959 9:-1.06688 10:-1.8503 11:-1.16123 12:-1.22918 13:-1.48593 14:-1.41923 15:-1.63181 16:-1.05614
DOC1965 1:-1.92014 2:-1.9085 3:-1.11649 4:-1.03876 5:-1.21113 6:-1.52845 7:-1.25994 8:-1.00401 9:-1.08892 10:-1.7037 11:-0.959021 12:-1.46016 13:-1.46205 14:-1.36092 15:-1.66431 16:-1.12068
DOC1966 1:-1.97153 2:-1.85877 3:-1.17325 4:-1.07037 5:-1.01886 6:-1.5136 7:-1.18995 8:-1.22489 9:-0.964557 10:-1.66057 11:-1.22271 12:-1.48838 13:-1.5801 14:-1.38164 15:-1.54133 16:-1.10411
DOC1967 1:-1.96562 2:-1.93603 3:-1.2542 4:-1.07625 5:-1.09751 6:-1.59107 7:-1.14549 8:-1.16849 9:-1.18432 10:-1.74837 11:-0.932962 12:-1.36554 13:-1.53098 14:-1.40733 15:-1.56982 16:-1.34095
DOC1968 1:-1.8885 2:-1.88542 3:-1.15352 4:-0.987236 5:-1.04284 6:-1.72297 7:-1.21026 8:-1.04375 9:-1.00952 10:-1.80755 11:-0.914696 12:-1.20112 13:-1.5476 14:-1.12093 15:-1.8346 16:-1.02374
DOC1969 1:-2.06877 2:-1.93237 3:-1.19182 4:-0.99139 5:-1.16777 6:-1.47962 7:-1.29094 8:-1.46643 9:-0.956486 10:-1.83277 11:-1.07869 12:-1.32297 13:-1.45912 14:-1.50792 15:-1.70682 16:-1.28253
DOC1970 1:-1.92338 2:-2.01434 3:-1.23577 4:-1.1854 5:-0.993041 6:-1.57785 7:-1.32764 8:-1.20376 9:-0.944104 10:-2.02258 11:-1.13538 12:-1.26365 13:-1.41949 14:-1.39401 15:-1.71325 16:-1.0888
DOC1971 1:-1.98964 2:-2.04149 3:-0.953134 4:-1.04845 5:-0.966467 6:-1.57645 7:-1.47303 8:-1.10723 9:-1.22322 10:-1.79372 11:-1.08129 12:-1.49757 13:-1.36163 14:-1.42951 15:-1.62355 16:-1.33123
DOC1972 1:-1.76492 2:-1.8693 3:-1.02966 4:-1.07045 5:-1.0667 6:-1.63152 7:-1.28571 8:-1.12116 9:-0.986709 10:-1.74675 11:-1.17369 12:-1.34275 13:-1.51259 14:-1.26299 15:-1.53731 16:-1.01422
DOC1973 1:-1.9185 2:-1.87973 3:-1.11686 4:-1.14406 5:-1.21614 6:-1.61355 7:-1.33532 8:-1.32147 9:-1.15161 10:-1.73252 11:-1.03645 12:-1.27453 13:-1.28231 14:-1.32491 15:-1.68353 16:-1.24774
DOC1974 1:-1.92468 2:-1.84035 3:-1.18832 4:-1.07434 5:-1.2054 6:-1.63518 7:-1.31693 8:-1.1865 9:-1.00247 10:-1.76803 11:-1.24966 12:-1.29606 13:-1.56355 14:-1.45063 15:-1.58301 16:-1.04783
DOC1975 1:-1.96423 2:-2.05718 3:-1.11408 4:-1.07072 5:-1.19288 6:-1.4741 7:-1.28365 8:-1.16074 9:-1.08045 10:-1.62833 11:-1.14409 12:-1.361 13:-1.44282 14:-1.53539 15:-1.88507 16:-1.19158
DOC1976 1:-1.7471 2:-1.9919 3:-1.03433 4:-1.01899 5:-1.32467 6:-1.53677 7:-1.44992 8:-1.03665 9:-1.06941 10:-1.78794 11:-0.947622 12:-1.31845 13:-1.44892 14:-1.56634 15:-1.63491 16:-1.25606
DOC1977 1:-2.06565 2:-2.10982 3:-0.943347 4:-0.999854 5:-1.17926 6:-1.56874 7:-1.26595 8:-1.12393 9:-1.06873 10:-1.73394 11:-1.0556 12:-1.47164 13:-1.41856 14:-1.39402 15:-1.7277 16:-1.22524
DOC1978 1:-1.83863 2:-1.8973 3:-1.07822 4:-1.02025 5:-1.12407 6:-1.64294 7:-1.26409 8:-1.29732 9:-1.26096 10:-1.82367 11:-1.16194 12:-1.34839 13:-1.40641 14:-1.41121 15:-1.46767 16:-1.12898
DOC1979 1:-1.93953 2:-1.72176 3:-1.07865 4:-1.09898 5:-1.22879 6:-1.74566 7:-1.2513 8:-1.20136 9:-1.14014 10:-1.63846 11:-1.16447 12:-1.33185 13:-1.54252 14:-1.40732 15:-1.78823 16:-1.19306
DOC1980 1:-1.9936 2:-1.93932 3:-1.13461 4:-1.16564 5:-1.12389 6:-1.45384 7:-1.22185 8:-0.980367 9:-1.12779 10:-1.68852 11:-1.12872 12:-1.22836 13:-1.45905 14:-1.37605 15:-1.66116 16:-1.16153
DOC1981 1:-2.03285 2:-1.81225 3:-1.19149 4:-0.989632 5:-1.09298 6:-1.33212 7:-1.28262 8:-1.13374 9:-0.97518 10:-1.56377 11:-1.14105 12:-1.22194 13:-1.35169 14:-1.31249 15:-1.80823 16:-1.18232
DOC1982 1:-1.89488 2:-2.00411 3:-1.09928 4:-1.01794 5:-0.990594 6:-1.68581 7:-1.39722 8:-1.07902 9:-1.10517 10:-1.85091 11:-1.33743 12:-1.28894 13:-1.44422 14:-1.58966 15:-1.50126 16:-1.2224
DOC1983 1:-1.96242 2:-1.80813 3:-1.18342 4:-1.04101 5:-1.04631 6:-1.43402 7:-1.3446 8:-1.41546 9:-0.958874 10:-1.8875 11:-0.987182 12:-1.34031 13:-1.32645 14:-1.38097 15:-1.65032 16:-1.08228
DOC1984 1:-1.92314 2:-1.88619 3:-1.07992 4:-0.949684 5:-1.05616 6:-1.51993 7:-1.4601 8:-1.0979 9:-1.12224 10:-1.6722 11:-1.15178 12:-1.32979 13:-1.60101 14:-1.30234 15:-1.7428 16:-1.31026
DOC1985 1:-1.95047 2:-1.98385 3:-1.03065 4:-1.07226 5:-1.14519 6:-1.62011 7:-1.19785 8:-1.39875 9:-1.25942 10:-1.69483 11:-0.993501 12:-1.40477 13:-1.3885 14:-1.43824 15:-1.76053 16:-1.03125
DOC1986 1:-1.91383 2:-1.91098 3:-1.26099 4:-0.962346 5:-1.05539 6:-1.57468 7:-1.38801 8:-1.30273 9:-1.01623 10:-1.70257 11:-1.05531 12:-1.41757 13:-1.53683 14:-1.31218 15:-1.74171 16:-1.20476
DOC1987 1:-1.93792 2:-1.92845 3:-1.32719 4:-0.991178 5:-0.951133 6:-1.5761 7:-1.24268 8:-1.24334 9:-0.856794 10:-1.62572 11:-1.21735 12:-1.21768 13:-1.60791 14:-1.4265 15:-1.64418 16:-1.13405
DOC1988 1:-1.93535 2:-1.91058 3:-1.01419 4:-0.950435 5:-1.18629 6:-1.757 7:-1.09557 8:-1.27783 9:-1.12396 10:-1.68733 11:-1.13092 12:-1.18917 13:-1.38642 14:-1.45588 15:-1.53363 16:-1.18104
DOC1989 1:-2.05105 2:-1.79765 3:-1.00606 4:-0.995849 5:-1.1273 6:-1.49314 7:-1.36244 8:-1.16167 9:-0.989128 10:-1.73686 11:-1.13198 12:-1.22122 13:-1.37536 14:-1.54034 15:-1.62754 16:-1.20196
DOC1990 1:-2.01714 2:-2.02196 3:-1.35052 4:-1.00578 5:-0.952716 6:-1.58347 7:-1.28994 8:-1.09906 9:-1.15092 10:-1.71351 11:-1.12515 12:-1.11336 13:-1.69422 14:-1.49918 15:-1.59252 16:-1.05735
DOC1991 1:-1.84675 2:-1.98731 3:-1.14972 4:-1.22499 5:-0.91406 6:-1.66802 7:-1.21922 8:-1.19231 9:-1.11822 10:-1.45666 11:-0.945364 12:-1.26076 13:-1.43785 14:-1.53612 15:-1.59483 16:-1.18538
DOC1992 1:-1.95837 2:-1.90373 3:-1.23892 4:-0.917319 5:-1.22559 6:-1.63717 7:-1.06302 8:-1.12261 9:-1.02391 10:-1.70807 11:-1.15155 12:-1.4983 13:-1.48263 14:-1.25184 15:-1.77828 16:-1.1079
DOC1993 1:-1.98117 2:-1.84964 3:-1.04902 4:-0.85537 5:-0.99534 6:-1.65836 7:-1.5847 8:-1.33379 9:-1.03892 10:-1.50584 11:-1.16162 12:-1.19808 13:-1.51881 14:-1.41247 15:-1.5915 16:-1.24157
DOC1994 1:-1.98102 2:-1.68463 3:-1.29477 4:-1.07677 5:-1.21079 6:-1.49549 7:-1.28503 8:-1.24413 9:-1.0134 10:-1.79065 11:-1.08857 12:-1.20441 13:-1.49591 14:-1.51772 15:-1.62359 16:-1.33598
DOC1995 1:-1.94857 2:-1.84774 3:-1.06339 4:-1.08436 5:-1.099 6:-1.53389 7:-1.32101 8:-1.00699 9:-0.993419 10:-1.70368 11:-1.23242 12:-1.31974 13:-1.44156 14:-1.46062 15:-1.56182 16:-1.24509
DOC1996 1:-1.89941 2:-1.97179 3:-1.00983 4:-1.22433 5:-1.10072 6:-1.64164 7:-1.34285 8:-1.20199 9:-1.12285 10:-1.74623 11:-1.14812 12:-1.31441 13:-1.41253 14:-1.38189 15:-1.60267 16:-1.33058
DOC1997 1:-2.09916 2:-1.83434 3:-1.09577 4:-0.903856 5:-1.2144 6:-1.7654 7:-1.2181 8:-1.13204 9:-1.17661 10:-1.57109 11:-0.914043 12:-1.47566 13:-1.44402 14:-1.49389 15:-1.61548 16:-1.16112
