DOC1 1,1:0.0699915
DOC3438 1,1:0.0826328
DOC3439 1,1:0.0703942
DOC3440 1,1:0.0832221
DOC3441 1,1:0.0786267
DOC3442 1,1:0.0662909
DOC3443 1,1:0.0876442
DOC3444 1,1:0.091289
DOC3445 1,1:0.0726054
DOC3446 1,1:0.0716786
DOC3447 1,1:0.0816425
DOC3448 1,1:0.0861825
DOC3449 1,1:0.0868467
DOC3450 1,1:0.0840069
DOC3451 1,1:0.0713104
DOC3452 1,1:0.0846781
DOC3453 1,1:0.0790661
DOC3454 1,1:0.081207
DOC3455 1,1:0.0807379
DOC3456 1,1:0.0783468
DOC3457 1,1:0.0933577
DOC3458 1,1:0.094452
DOC3459 1,1:0.0887689
DOC3460 1,1:0.0773423
DOC3461 1,1:0.0893116
DOC3462 1,1:0.0945176
DOC3463 1,1:0.0789985
DOC3464 1,1:0.0682509
DOC3465 1,1:0.0846444
DOC3466 1,1:0.0836554
DOC3467 1,1:0.0746335
DOC3468 1,1:0.0773513
DOC3469 1,1:0.0798321
DOC3470 1,1:0.079712
DOC3471 1,1:0.0835753
DOC3472 1,1:0.0739799
DOC3473 1,1:0.0823246
DOC3474 1,1:0.080809
DOC3475 1,1:0.0803727
DOC3476 1,1:0.0899872
DOC3477 1,1:0.0785257
DOC3478 1,1:0.0775782
DOC3479 1,1:0.077901
DOC3480 1,1:0.0699087
DOC3481 1,1:0.0855715
DOC3482 1,1:0.0854435
DOC3483 1,1:0.0893865
DOC3484 1,1:0.0683245
DOC3485 1,1:0.0978938
DOC3486 1,1:0.0780354
DOC3487 1,1:0.0700092
DOC3488 1,1:0.0703066
DOC3489 1,1:0.0839804
DOC3490 1,1:0.069858
DOC3491 1,1:0.0768697
DOC3492 1,1:0.0731601
DOC3493 1,1:0.0801737
DOC3494 1,1:0.0805718
DOC3495 1,1:0.0852642
DOC3496 1,1:0.0784921
DOC3497 1,1:0.0772742
DOC3498 1,1:0.0735812
DOC3499 1,1:0.0800821
DOC3500 1,1:0.073854
DOC3501 1,1:0.0819193
DOC3502 1,1:0.0845428
DOC3503 1,1:0.0693332
DOC3504 1,1:0.0758923
DOC3505 1,1:0.091999
DOC3506 1,1:0.0776242
DOC3507 1,1:0.0846652
DOC3508 1,1:0.077833
DOC3509 1,1:0.0806593
DOC3510 1,1:0.0721674
DOC3511 1,1:0.0778078
DOC3512 1,1:0.0755693
DOC3513 1,1:0.0743429
DOC3514 1,1:0.0841924
DOC3515 1,1:0.0724415
DOC3516 1,1:0.0913024
DOC3517 1,1:0.0906812
DOC3518 1,1:0.0754383
DOC3519 1,1:0.0954665
DOC3520 1,1:0.0796069
DOC3521 1,1:0.0695232
DOC3522 1,1:0.0767721
DOC3523 1,1:0.0723156
DOC3524 1,1:0.0751758
DOC3525 1,1:0.0780414
DOC3526 1,1:0.0767472
DOC3527 1,1:0.0695613
DOC3528 1,1:0.079536
DOC3529 1,1:0.079327
DOC3530 1,1:0.072462
DOC3531 1,1:0.0878821
DOC3532 1,1:0.0742992
DOC3533 1,1:0.0779067
DOC3534 1,1:0.0752589
DOC3535 1,1:0.0861476
DOC3536 1,1:0.074654
DOC3537 1,1:0.0790013
DOC3538 1,1:0.0845298
DOC3539 1,1:0.0696274
DOC3540 1,1:0.0725736
DOC3541 1,1:0.0688316
DOC3542 1,1:0.0820486
DOC3543 1,1:0.0781676
DOC3544 1,1:0.0776518
DOC3545 1,1:0.0763988
DOC3546 1,1:0.0880164
DOC3547 1,1:0.0939287
DOC3548 1,1:0.0715426
DOC3549 1,1:0.0746564
DOC3550 1,1:0.0827448
DOC3551 1,1:0.0810722
DOC3552 1,1:0.0888996
DOC3553 1,1:0.0801054
DOC3554 1,1:0.0761692
DOC3555 1,1:0.074973
DOC3556 1,1:0.0893525
DOC3557 1,1:0.0765913
DOC3558 1,1:0.0669485
DOC3559 1,1:0.0755715
DOC3560 1,1:0.0829859
DOC3561 1,1:0.0814217
DOC3562 1,1:0.0785792
DOC3563 1,1:0.081717
DOC3564 1,1:0.0765181
DOC3565 1,1:0.0783813
DOC3566 1,1:0.0917638
DOC3567 1,1:0.0804142
DOC3568 1,1:0.0816765
DOC3569 1,1:0.077208
DOC3570 1,1:0.088004
DOC3571 1,1:0.066083
DOC3572 1,1:0.0675168
DOC3573 1,1:0.0880537
DOC3574 1,1:0.0802602
DOC3575 1,1:0.0932535
DOC3576 1,1:0.0795127
DOC3577 1,1:0.0898145
DOC3578 1,1:0.0872679
DOC3579 1,1:0.0866159
DOC3580 1,1:0.0711556
DOC3581 1,1:0.0783327
DOC3582 1,1:0.0761916
DOC3583 1,1:0.0881339
DOC3584 1,1:0.0887791
DOC3585 1,1:0.0748895
DOC3586 1,1:0.0692699
DOC3587 1,1:0.0900324
DOC3588 1,1:0.0870878
DOC3589 1,1:0.0750781
DOC3590 1,1:0.0950827
DOC3591 1,1:0.0760755
DOC3592 1,1:0.0903361
DOC3593 1,1:0.082997
DOC3594 1,1:0.068124
DOC3595 1,1:0.0736956
DOC3596 1,1:0.0787912
DOC3597 1,1:0.0784292
DOC3598 1,1:0.0880935
DOC3599 1,1:0.0787762
DOC3600 1,1:0.0717703
DOC3601 1,1:0.0841419
DOC3602 1,1:0.081101
DOC3603 1,1:0.0809806
DOC3604 1,1:0.0720291
DOC3605 1,1:0.0717463
DOC3606 1,1:0.0922384
DOC3607 1,1:0.0790941
DOC3608 1,1:0.0887994
DOC3609 1,1:0.0831974
DOC3610 1,1:0.0747678
DOC3611 1,1:0.0915669
DOC3612 1,1:0.0876173
DOC3613 1,1:0.0937122
DOC3614 1,1:0.0856479
DOC3615 1,1:0.0771788
DOC3616 1,1:0.0768253
DOC3617 1,1:0.0870497
DOC3618 1,1:0.0758236
DOC3619 1,1:0.0778208
DOC3620 1,1:0.0718777
DOC3621 1,1:0.0667005
DOC3622 1,1:0.088126
DOC3623 1,1:0.0873405
DOC3624 1,1:0.0729067
DOC3625 1,1:0.0802516
DOC3626 1,1:0.0948651
DOC3627 1,1:0.0750823
DOC3628 1,1:0.0841031
DOC3629 1,1:0.0731962
DOC3630 1,1:0.0716459
DOC3631 1,1:0.082072
DOC3632 1,1:0.0807967
DOC3633 1,1:0.0775337
DOC3634 1,1:0.0756146
DOC3635 1,1:0.0771796
DOC3636 1,1:0.0781587
DOC3637 1,1:0.0699463
DOC3638 1,1:0.0842781
DOC3639 1,1:0.0743732
DOC3640 1,1:0.0829666
DOC3641 1,1:0.0764202
DOC3642 1,1:0.0776857
DOC3643 1,1:0.0755256
DOC3644 1,1:0.0817238
DOC3645 1,1:0.0761511
DOC3646 1,1:0.0974033
DOC3647 1,1:0.0797995
DOC3648 1,1:0.0931803
DOC3649 1,1:0.0733142
DOC3650 1,1:0.0871687
DOC3651 1,1:0.0806168
DOC3652 1,1:0.0797984
DOC3653 1,1:0.0758474
DOC3654 1,1:0.0731291
DOC3655 1,1:0.0853853
DOC3656 1,1:0.0802958
DOC3657 1,1:0.07408
DOC3658 1,1:0.0899582
DOC3659 1,1:0.0844969
DOC3660 1,1:0.0725934
DOC3661 1,1:0.0777685
DOC3662 1,1:0.0879388
DOC3663 1,1:0.0805367
DOC3664 1,1:0.0749628
DOC3665 1,1:0.0949395
DOC3666 1,1:0.0777489
DOC3667 1,1:0.0777293
DOC3668 1,1:0.0782139
DOC3669 1,1:0.0855566
DOC3670 1,1:0.0858543
DOC3671 1,1:0.0687261
DOC3672 1,1:0.0842832
DOC3673 1,1:0.075434
DOC3674 1,1:0.0925396
DOC3675 1,1:0.0805642
DOC3676 1,1:0.0807347
DOC3677 1,1:0.0763666
DOC3678 1,1:0.0824929
DOC3679 1,1:0.0788931
DOC3680 1,1:0.0822021
DOC3681 1,1:0.0727953
DOC3682 1,1:0.0788496
DOC3683 1,1:0.0690283
DOC3684 1,1:0.0901674
DOC3685 1,1:0.0873311
DOC3686 1,1:0.0726209
DOC3687 1,1:0.0793831
DOC3688 1,1:0.0777003
DOC3689 1,1:0.0935921
DOC3690 1,1:0.0839812
DOC3691 1,1:0.0826441
DOC3692 1,1:0.0735048
DOC3693 1,1:0.0775265
DOC3694 1,1:0.0792651
DOC3695 1,1:0.0813274
DOC3696 1,1:0.0805013
DOC3697 1,1:0.081952
DOC3698 1,1:0.0905516
DOC3699 1,1:0.0719881
DOC3700 1,1:0.0689343
DOC3701 1,1:0.0749029
DOC3702 1,1:0.0864762
DOC3703 1,1:0.0662468
DOC3704 1,1:0.0690853
DOC3705 1,1:0.0729434
DOC3706 1,1:0.0713575
DOC3707 1,1:0.0734493
DOC3708 1,1:0.0867871
DOC3709 1,1:0.0823732
DOC3710 1,1:0.0783216
DOC3711 1,1:0.0709822
DOC3712 1,1:0.0840716
DOC3713 1,1:0.0793717
DOC3714 1,1:0.0980058
DOC3715 1,1:0.0882295
DOC3716 1,1:0.0810219
DOC3717 1,1:0.0709337
DOC3718 1,1:0.0751755
DOC3719 1,1:0.0882552
DOC3720 1,1:0.0765644
DOC3721 1,1:0.0847253
DOC3722 1,1:0.0744177
DOC3723 1,1:0.0834901
DOC3724 1,1:0.0753904
DOC3725 1,1:0.0739991
DOC3726 1,1:0.0750986
DOC3727 1,1:0.0900244
DOC3728 1,1:0.080426
DOC3729 1,1:0.0790911
DOC3730 1,1:0.0729037
DOC3731 1,1:0.08617
DOC3732 1,1:0.0921873
DOC3733 1,1:0.0768648
DOC3734 1,1:0.0790532
DOC3735 1,1:0.0881887
DOC3736 1,1:0.0778706
DOC3737 1,1:0.0870635
DOC3738 1,1:0.079977
DOC3739 1,1:0.0760255
DOC3740 1,1:0.0734071
DOC3741 1,1:0.0859212
DOC3742 1,1:0.077362
DOC3743 1,1:0.0824634
DOC3744 1,1:0.0709471
DOC3745 1,1:0.075976
DOC3746 1,1:0.0811415
DOC3747 1,1:0.084874
DOC3748 1,1:0.074276
DOC3749 1,1:0.0623688
DOC3750 1,1:0.0715142
DOC3751 1,1:0.0748483
DOC3752 1,1:0.0745949
DOC3753 1,1:0.0870204
DOC3754 1,1:0.0679751
DOC3755 1,1:0.0828563
DOC3756 1,1:0.0816247
DOC3757 1,1:0.0838049
DOC3758 1,1:0.067223
DOC3759 1,1:0.0781938
DOC3760 1,1:0.0739557
DOC3761 1,1:0.0937127
DOC3762 1,1:0.0769796
DOC3763 1,1:0.069323
DOC3764 1,1:0.0807369
DOC3765 1,1:0.079509
DOC3766 1,1:0.087795
DOC3767 1,1:0.0938687
DOC3768 1,1:0.0773438
DOC3769 1,1:0.078708
DOC3770 1,1:0.0735489
DOC3771 1,1:0.079819
DOC3772 1,1:0.0774237
DOC3773 1,1:0.0704061
DOC3774 1,1:0.0813932
DOC3775 1,1:0.0742704
DOC3776 1,1:0.068814
DOC3777 1,1:0.0805422
DOC3778 1,1:0.0749892
DOC3779 1,1:0.0791693
DOC3780 1,1:0.0762261
DOC3781 1,1:0.0702724
DOC3782 1,1:0.0724057
DOC3783 1,1:0.0955859
DOC3784 1,1:0.0746376
DOC3785 1,1:0.0797291
DOC3786 1,1:0.0809236
DOC3787 1,1:0.0825015
DOC3788 1,1:0.0787302
DOC3789 1,1:0.0768403
DOC3790 1,1:0.0787074
DOC3791 1,1:0.100615
DOC3792 1,1:0.0695066
DOC3793 1,1:0.0702632
DOC3794 1,1:0.0704237
DOC3795 1,1:0.0801994
DOC3796 1,1:0.0727773
DOC3797 1,1:0.0827168
DOC3798 1,1:0.0801793
DOC3799 1,1:0.0850993
DOC3800 1,1:0.0736836
DOC3801 1,1:0.0765514
DOC3802 1,1:0.089319
DOC3803 1,1:0.0932917
DOC3804 1,1:0.0771382
DOC3805 1,1:0.0852791
DOC3806 1,1:0.0762552
DOC3807 1,1:0.0696813
DOC3808 1,1:0.0730027
DOC3809 1,1:0.0795015
DOC3810 1,1:0.0758532
DOC3811 1,1:0.0789949
DOC3812 1,1:0.0968637
DOC3813 1,1:0.0874102
DOC3814 1,1:0.0798612
DOC3815 1,1:0.0655202
DOC3816 1,1:0.0775161
DOC3817 1,1:0.0737788
DOC3818 1,1:0.0820579
DOC3819 1,1:0.0838808
DOC3820 1,1:0.081385
DOC3821 1,1:0.093374
DOC3822 1,1:0.089082
DOC3823 1,1:0.0970042
DOC3824 1,1:0.0779156
DOC3825 1,1:0.0773179
DOC3826 1,1:0.0785472
DOC3827 1,1:0.0712446
DOC3828 1,1:0.0734679
DOC3829 1,1:0.0769553
DOC3830 1,1:0.0877693
DOC3831 1,1:0.0780341
DOC3832 1,1:0.0861572
DOC3833 1,1:0.0747551
DOC3834 1,1:0.0797849
DOC3835 1,1:0.0848669
DOC3836 1,1:0.0740683
DOC3837 1,1:0.0815745
DOC3838 1,1:0.0841561
DOC3839 1,1:0.0833799
DOC3840 1,1:0.0814893
DOC3841 1,1:0.0775145
DOC3842 1,1:0.0768418
DOC3843 1,1:0.0748878
DOC3844 1,1:0.0840003
DOC3845 1,1:0.0802924
DOC3846 1,1:0.0794414
DOC3847 1,1:0.0850202
DOC3848 1,1:0.0786842
DOC3849 1,1:0.0845298
DOC3850 1,1:0.0748247
DOC3851 1,1:0.0797078
DOC3852 1,1:0.0702195
DOC3853 1,1:0.0848298
DOC3854 1,1:0.0908074
DOC3855 1,1:0.0750306
DOC3856 1,1:0.0748576
DOC3857 1,1:0.0723507
DOC3858 1,1:0.0785835
DOC3859 1,1:0.0738429
DOC3860 1,1:0.0789214
DOC3861 1,1:0.0744503
DOC3862 1,1:0.0806397
DOC3863 1,1:0.0819662
DOC3864 1,1:0.0847508
DOC3865 1,1:0.0706609
DOC3866 1,1:0.087205
DOC3867 1,1:0.0893212
DOC3868 1,1:0.0735866
DOC3869 1,1:0.0887813
DOC3870 1,1:0.0686625
DOC3871 1,1:0.07228
DOC3872 1,1:0.0808247
DOC3873 1,1:0.0709445
DOC3874 1,1:0.083569
DOC3875 1,1:0.0715457
DOC3876 1,1:0.0790292
DOC3877 1,1:0.0820777
DOC3878 1,1:0.0697123
DOC3879 1,1:0.0739231
DOC3880 1,1:0.0864965
DOC3881 1,1:0.0871238
DOC3882 1,1:0.07912
DOC3883 1,1:0.0803315
DOC3884 1,1:0.0790555
DOC3885 1,1:0.0858136
DOC3886 1,1:0.0746168
DOC3887 1,1:0.076488
DOC3888 1,1:0.0707765
DOC3889 1,1:0.0859439
DOC3890 1,1:0.0774362
DOC3891 1,1:0.0730836
DOC3892 1,1:0.0786778
DOC3893 1,1:0.089192
DOC3894 1,1:0.0744266
DOC3895 1,1:0.0663801
DOC3896 1,1:0.0786253
DOC3897 1,1:0.0774942
DOC3898 1,1:0.071143
DOC3899 1,1:0.0708542
DOC3900 1,1:0.077022
DOC3901 1,1:0.0836628
DOC3902 1,1:0.0839913
DOC3903 1,1:0.0866495
DOC3904 1,1:0.0839396
DOC3905 1,1:0.0782685
DOC3906 1,1:0.0645736
DOC3907 1,1:0.068507
DOC3908 1,1:0.08226
DOC3909 1,1:0.0822023
DOC3910 1,1:0.075808
DOC3911 1,1:0.0800787
DOC3912 1,1:0.0777319
DOC3913 1,1:0.0859969
DOC3914 1,1:0.0814468
DOC3915 1,1:0.0838118
DOC3916 1,1:0.0782801
DOC3917 1,1:0.0782924
DOC3918 1,1:0.0878096
DOC3919 1,1:0.0982739
DOC3920 1,1:0.0757287
DOC3921 1,1:0.0931912
DOC3922 1,1:0.093948
DOC3923 1,1:0.0810523
DOC3924 1,1:0.0611819
DOC3925 1,1:0.0772398
DOC3926 1,1:0.0820645
DOC3927 1,1:0.0748203
DOC3928 1,1:0.0678502
DOC3929 1,1:0.0707739
DOC3930 1,1:0.0785622
DOC3931 1,1:0.0705322
DOC3932 1,1:0.073492
DOC3933 1,1:0.0758796
DOC3934 1,1:0.071895
DOC3935 1,1:0.0763993
DOC3936 1,1:0.0747219
DOC3937 1,1:0.0820245
DOC3938 1,1:0.0897893
DOC3939 1,1:0.0693885
DOC3940 1,1:0.0841403
DOC3941 1,1:0.0939351
DOC3942 1,1:0.0687965
DOC3943 1,1:0.0798139
DOC3944 1,1:0.073588
DOC3945 1,1:0.0735185
DOC3946 1,1:0.070398
DOC3947 1,1:0.0825857
DOC3948 1,1:0.0844545
DOC3949 1,1:0.0796581
DOC3950 1,1:0.0704109
DOC3951 1,1:0.0787874
DOC3952 1,1:0.0701708
DOC3953 1,1:0.0878401
DOC3954 1,1:0.0888678
DOC3955 1,1:0.0827626
DOC3956 1,1:0.0834021
DOC3957 1,1:0.0786116
DOC3958 1,1:0.0763444
DOC3959 1,1:0.0757341
DOC3960 1,1:0.0889775
DOC3961 1,1:0.0872069
DOC3962 1,1:0.068208
DOC3963 1,1:0.0726664
DOC3964 1,1:0.076781
DOC3965 1,1:0.0755063
DOC3966 1,1:0.0804131
DOC3967 1,1:0.0828247
DOC3968 1,1:0.0809636
DOC3969 1,1:0.0687121
DOC3970 1,1:0.0807956
DOC3971 1,1:0.0704868
DOC3972 1,1:0.0892501
DOC3973 1,1:0.0758958
DOC3974 1,1:0.084902
DOC3975 1,1:0.0854647
DOC3976 1,1:0.0797711
DOC3977 1,1:0.0786784
DOC3978 1,1:0.0673273
DOC3979 1,1:0.0795169
DOC3980 1,1:0.0729739
DOC3981 1,1:0.0845655
DOC3982 1,1:0.074053
DOC3983 1,1:0.0765091
DOC3984 1,1:0.0755959
DOC3985 1,1:0.0814048
DOC3986 1,1:0.0771942
DOC3987 1,1:0.0755125
DOC3988 1,1:0.0693827
DOC3989 1,1:0.0757125
DOC3990 1,1:0.0728011
DOC3991 1,1:0.0783861
DOC3992 1,1:0.078273
DOC3993 1,1:0.0875171
DOC3994 1,1:0.0664754
DOC3995 1,1:0.086127
DOC3996 1,1:0.0816905
DOC3997 1,1:0.0844245
DOC3998 1,1:0.0659804
DOC3999 1,1:0.0838384
DOC4000 1,1:0.0949119
DOC4001 1,1:0.0818508
DOC4002 1,1:0.0826242
DOC4003 1,1:0.0802077
DOC4004 1,1:0.0684144
DOC4005 1,1:0.0701319
DOC4006 1,1:0.0725686
DOC4007 1,1:0.0970289
DOC4008 1,1:0.0803083
DOC4009 1,1:0.0808545
DOC4010 1,1:0.0760392
DOC4011 1,1:0.0881793
DOC4012 1,1:0.0835228
DOC4013 1,1:0.0846852
DOC4014 1,1:0.10115
DOC4015 1,1:0.0869557
DOC4016 1,1:0.0771304
DOC4017 1,1:0.0851784
DOC4018 1,1:0.0872603
DOC4019 1,1:0.0886814
DOC4020 1,1:0.0671764
DOC4021 1,1:0.0723297
DOC4022 1,1:0.067051
DOC4023 1,1:0.0753796
DOC4024 1,1:0.0857516
DOC4025 1,1:0.0817077
DOC4026 1,1:0.0769701
DOC4027 1,1:0.0797413
DOC4028 1,1:0.0673808
DOC4029 1,1:0.073996
DOC4030 1,1:0.0846025
DOC4031 1,1:0.0934468
DOC4032 1,1:0.0915455
DOC4033 1,1:0.0744982
DOC4034 1,1:0.0800039
DOC4035 1,1:0.0704421
DOC4036 1,1:0.0854152
DOC4037 1,1:0.0806376
DOC4038 1,1:0.0614938
DOC4039 1,1:0.0755688
DOC4040 1,1:0.0758657
DOC4041 1,1:0.0765985
DOC4042 1,1:0.088853
DOC4043 1,1:0.0743141
DOC4044 1,1:0.0861219
DOC4045 1,1:0.0720268
DOC4046 1,1:0.0816697
DOC4047 1,1:0.106291
DOC4048 1,1:0.0761875
DOC4049 1,1:0.0715358
DOC4050 1,1:0.077152
DOC4051 1,1:0.0791928
DOC4052 1,1:0.0747897
DOC4053 1,1:0.0808104
DOC4054 1,1:0.0759375
DOC4055 1,1:0.0749323
DOC4056 1,1:0.0879936
DOC4057 1,1:0.0984538
DOC4058 1,1:0.0717362
DOC4059 1,1:0.0764951
DOC4060 1,1:0.0749219
DOC4061 1,1:0.0823697
DOC4062 1,1:0.0818039
DOC4063 1,1:0.0906861
DOC4064 1,1:0.07241
DOC4065 1,1:0.0709218
DOC4066 1,1:0.0782852
DOC4067 1,1:0.07063
DOC4068 1,1:0.0824421
DOC4069 1,1:0.094003
DOC4070 1,1:0.082633
DOC4071 1,1:0.0675581
DOC4072 1,1:0.0830393
DOC4073 1,1:0.0755537
DOC4074 1,1:0.0818859
DOC4075 1,1:0.0708567
DOC4076 1,1:0.0873383
DOC4077 1,1:0.0747734
DOC4078 1,1:0.0764845
DOC4079 1,1:0.0789354
DOC4080 1,1:0.0891423
DOC4081 1,1:0.0833364
DOC4082 1,1:0.0882505
DOC4083 1,1:0.0839075
DOC4084 1,1:0.0739771
DOC4085 1,1:0.0833235
DOC4086 1,1:0.0789574
DOC4087 1,1:0.0797759
DOC4088 1,1:0.0762405
DOC4089 1,1:0.0825085
DOC4090 1,1:0.0776574
DOC4091 1,1:0.0789837
DOC4092 1,1:0.0823285
DOC4093 1,1:0.0839336
DOC4094 1,1:0.082445
DOC4095 1,1:0.0935915
DOC4096 1,1:0.0890534
DOC4097 1,1:0.0673171
DOC4098 1,1:0.070555
DOC4099 1,1:0.0720397
DOC4100 1,1:0.0757099
DOC4101 1,1:0.0686846
DOC4102 1,1:0.0799395
DOC4103 1,1:0.0731779
DOC4104 1,1:0.0774336
DOC4105 1,1:0.0712454
DOC4106 1,1:0.0862121
DOC4107 1,1:0.0889163
DOC4108 1,1:0.0767223
DOC4109 1,1:0.0857618
DOC4110 1,1:0.0774301
DOC4111 1,1:0.0787338
DOC4112 1,1:0.0710855
DOC4113 1,1:0.0845805
DOC4114 1,1:0.0664444
DOC4115 1,1:0.102718
DOC4116 1,1:0.074914
DOC4117 1,1:0.0768257
DOC4118 1,1:0.0963275
DOC4119 1,1:0.0780948
DOC4120 1,1:0.0842474
DOC4121 1,1:0.0823466
DOC4122 1,1:0.0868031
DOC4123 1,1:0.0689953
DOC4124 1,1:0.0760727
DOC4125 1,1:0.0848667
DOC4126 1,1:0.0970735
DOC4127 1,1:0.083077
DOC4128 1,1:0.0782635
DOC4129 1,1:0.0760122
DOC4130 1,1:0.0838898
DOC4131 1,1:0.0762296
DOC4132 1,1:0.100163
DOC4133 1,1:0.10217
DOC4134 1,1:0.0824465
DOC4135 1,1:0.0792566
DOC4136 1,1:0.0733967
DOC4137 1,1:0.070753
DOC4138 1,1:0.0833092
DOC4139 1,1:0.0782175
DOC4140 1,1:0.0912585
DOC4141 1,1:0.0943312
DOC4142 1,1:0.0757386
DOC4143 1,1:0.0749014
DOC4144 1,1:0.0863226
DOC4145 1,1:0.0728946
DOC4146 1,1:0.0773867
DOC4147 1,1:0.0704425
DOC4148 1,1:0.0976497
DOC4149 1,1:0.0873829
DOC4150 1,1:0.0921299
DOC4151 1,1:0.0768463
DOC4152 1,1:0.0929734
DOC4153 1,1:0.0791288
DOC4154 1,1:0.0875047
DOC4155 1,1:0.0741753
DOC4156 1,1:0.0879547
DOC4157 1,1:0.0818952
DOC4158 1,1:0.0815928
DOC4159 1,1:0.0938208
DOC4160 1,1:0.0749149
DOC4161 1,1:0.0691889
DOC4162 1,1:0.0860869
DOC4163 1,1:0.0794111
DOC4164 1,1:0.073447
DOC4165 1,1:0.0708493
DOC4166 1,1:0.0805474
DOC4167 1,1:0.0886548
DOC4168 1,1:0.0843071
DOC4169 1,1:0.0777417
DOC4170 1,1:0.0806393
DOC4171 1,1:0.0783451
DOC4172 1,1:0.0709559
DOC4173 1,1:0.0810641
DOC4174 1,1:0.0833831
DOC4175 1,1:0.0849373
DOC4176 1,1:0.0801541
DOC4177 1,1:0.0869833
DOC4178 1,1:0.0841004
DOC4179 1,1:0.0875728
DOC4180 1,1:0.0823398
DOC4181 1,1:0.0775061
DOC4182 1,1:0.0802012
DOC4183 1,1:0.0843562
DOC4184 1,1:0.0819169
DOC4185 1,1:0.0902853
DOC4186 1,1:0.0830295
DOC4187 1,1:0.0721571
DOC4188 1,1:0.0715563
DOC4189 1,1:0.0798152
DOC4190 1,1:0.0763556
DOC4191 1,1:0.0798664
DOC4192 1,1:0.0778883
DOC4193 1,1:0.0856326
DOC4194 1,1:0.0895458
DOC4195 1,1:0.0738289
DOC4196 1,1:0.0733794
DOC4197 1,1:0.0811702
DOC4198 1,1:0.0704196
DOC4199 1,1:0.0815799
DOC4200 1,1:0.0770392
DOC4201 1,1:0.0850241
DOC4202 1,1:0.0883794
DOC4203 1,1:0.0802785
DOC4204 1,1:0.0859075
DOC4205 1,1:0.0705603
DOC4206 1,1:0.0834377
DOC4207 1,1:0.0721751
DOC4208 1,1:0.0773383
DOC4209 1,1:0.0728322
DOC4210 1,1:0.08872
DOC4211 1,1:0.078438
DOC4212 1,1:0.0764313
DOC4213 1,1:0.0778507
DOC4214 1,1:0.0775723
DOC4215 1,1:0.0810981
DOC4216 1,1:0.0855696
DOC4217 1,1:0.0810175
DOC4218 1,1:0.0789879
DOC4219 1,1:0.0818645
DOC4220 1,1:0.0765112
DOC4221 1,1:0.0897321
DOC4222 1,1:0.0797666
DOC4223 1,1:0.0830232
DOC4224 1,1:0.0718651
DOC4225 1,1:0.0922984
DOC4226 1,1:0.087693
DOC4227 1,1:0.0727259
DOC4228 1,1:0.0782344
DOC4229 1,1:0.0835388
DOC4230 1,1:0.0766141
DOC4231 1,1:0.0820236
DOC4232 1,1:0.0881217
DOC4233 1,1:0.0810832
DOC4234 1,1:0.0787678
DOC4235 1,1:0.0810303
DOC4236 1,1:0.0826204
DOC4237 1,1:0.086896
DOC4238 1,1:0.0685207
DOC4239 1,1:0.085193
DOC4240 1,1:0.0845441
DOC4241 1,1:0.0739555
DOC4242 1,1:0.0715215
DOC4243 1,1:0.0697713
DOC4244 1,1:0.0776782
DOC4245 1,1:0.0700729
DOC4246 1,1:0.08818
DOC4247 1,1:0.0848964
DOC4248 1,1:0.0860128
DOC4249 1,1:0.0829661
DOC4250 1,1:0.0906122
DOC4251 1,1:0.0732998
DOC4252 1,1:0.0882945
DOC4253 1,1:0.073632
DOC4254 1,1:0.0788603
DOC4255 1,1:0.0861485
DOC4256 1,1:0.0759886
DOC4257 1,1:0.079258
DOC4258 1,1:0.0700001
DOC4259 1,1:0.0938338
DOC4260 1,1:0.0744731
DOC4261 1,1:0.092095
DOC4262 1,1:0.074972
DOC4263 1,1:0.0768736
DOC4264 1,1:0.0812789
DOC4265 1,1:0.0773151
DOC4266 1,1:0.085794
DOC4267 1,1:0.0795139
DOC4268 1,1:0.0777127
DOC4269 1,1:0.0704939
DOC4270 1,1:0.100232
DOC4271 1,1:0.0769871
DOC4272 1,1:0.0939479
DOC4273 1,1:0.0722756
DOC4274 1,1:0.0932135
DOC4275 1,1:0.0854167
DOC4276 1,1:0.0752914
DOC4277 1,1:0.0698415
DOC4278 1,1:0.0758952
DOC4279 1,1:0.074191
DOC4280 1,1:0.0794529
DOC4281 1,1:0.0721009
DOC4282 1,1:0.0769466
DOC4283 1,1:0.0870892
DOC4284 1,1:0.0745384
DOC4285 1,1:0.0805573
DOC4286 1,1:0.0702378
DOC4287 1,1:0.0744013
DOC4288 1,1:0.0695355
DOC4289 1,1:0.0818947
DOC4290 1,1:0.0840088
DOC4291 1,1:0.0863251
DOC4292 1,1:0.0864805
DOC4293 1,1:0.0741296
DOC4294 1,1:0.0736488
DOC4295 1,1:0.0813705
DOC4296 1,1:0.0748971
DOC4297 1,1:0.0804803
DOC4298 1,1:0.0784429
DOC4299 1,1:0.0868277
DOC4300 1,1:0.0825201
DOC4301 1,1:0.0636694
DOC4302 1,1:0.0777636
DOC4303 1,1:0.0867704
DOC4304 1,1:0.0862863
DOC4305 1,1:0.0774142
DOC4306 1,1:0.0876483
DOC4307 1,1:0.0925752
DOC4308 1,1:0.0739965
DOC4309 1,1:0.0849409
DOC4310 1,1:0.0778071
DOC4311 1,1:0.0749765
DOC4312 1,1:0.0823004
DOC4313 1,1:0.0843996
DOC4314 1,1:0.0762424
DOC4315 1,1:0.100806
DOC4316 1,1:0.0857086
DOC4317 1,1:0.0838351
